"project_id","item_key","text","cluster"
"Ant",57924,"AbstractFileSet expects dir even if erroronmissingdir=""false""",45
"Apache httpd-2",54640,"Slow transaction on a balance member is holding subsequent requests",45
"Log4j - Now in Jira",50817,"The JDBCAppender can't insert log info like this:hello'world",45
"Apache httpd-2",55348,"mod_remoteip updates the ""ip"" (%a), but ""host"" (%h) still reflects the connection's ip",45
"POI",55497,"lost  mark  of   emphasis",45
"Apache httpd-2",59959,"Centos 6.7: dlopen's need for libdl.so.2 (-ldl) not detected by autoconf",45
"Apache httpd-2",55117,"GracefullTimeout for worker threads",45
"Apache httpd-2",45773,"pcre build generates sources to srcdir rather than builddir",45
"Batik - Now in Jira",50045,"[META] Batik 1.8 release tracking bug",45
"Apache httpd-2",57742,"""reliable piped logging"" doesn't work for ErrorLog anymore",45
"POI",54349,"Rate formula inconsistency with long periods",45
"APR",56631,"apr-util ""make test"" fail",45
"Apache httpd-2",58574,"Apache error AH01630 (client denied) but working",45
"APR",43499,"apr_global_mutex_create returns error ""Access denied""",45
"Apache httpd-2",50926,"unexpected <Directory> file-matching behavior",45
"Log4j - Now in Jira",51055,"Appender not working properly with Windows Server 2008",45
"Apache httpd-2",44316,"httpd 2.0 does not follow ScriptAliases when invoking an ErrorDocument",45
"Apache httpd-2",57159,"mod_ssl OCSP Stapling directives don't support per-certificate settings",45
"Log4j - Now in Jira",47357,"Declaring logger and category with same name causes closed appender error",45
"Apache httpd-2",57911,"Rewrite documentation unclear or wrong about what is matched (URL path)",45
"Apache httpd-2",43649,"mod_autoindex is generating invalid XHTML markup",45
"Tomcat 7",53387,"SSI: Allow to use $1 to get result of regular expression matching",45
"Log4j - Now in Jira",50845,"Content Assist (Ctrl + Space) needed in log4j.properties, in the Eclipse IDE.",45
"Apache httpd-2",54556,"New flag to add default rule in rule chain",45
"Slide",36045,"DASL sorting moved into Lucene for better performance",45
"JMeter",57277,"Make FileServer set a new property called 'base.dir'",45
"POI",59836,"Tracker: Replace primitives with enums",45
"Tomcat 6",46173,"Small patch for manager app: Setting an optional context path on war file",45
"POI",59877,"The current picture handling uses raw integers for types and index, replace with enum and reference",45
"Apache httpd-2",44757,"adding stderr buckets to mod_cgi",45
"APR",51392,"apr_pool_t thread-safe pool creation",45
"Tomcat 6",50692,"Improve log message in ThreadPool.logFull",45
"Apache httpd-2",59984,"[patch] Add log message when apr_hash_get fails",45
"Apache httpd-2",59884,"[http(s)]]A failed ping must put an origin in an error state.",45
"Apache httpd-2",50848,"Content Negotiation type map file precedence could be clarified",45
"Ant",44242,"Add <funtest> task for functional testing",45
"JMeter",52596,"Feature Request - Allow Thread Groups to be organized into folders of some sort",45
"Apache httpd-2",49684,"enhancement for ipv6 implementation",45
"Apache httpd-2",47447,"Add possibility to use client IP as a value in RequestHeader (and Header, too, but this is almost meaningless)",45
"Ant",39164,"antlr task doesn't create output directory",45
"JMeter",59244,"WS-Security for SOAP requests",45
"POI",56130,"Let's expose more of the codepage detection components in HSMF/Outlook",45
"BCEL - Now in Jira",43955,"Added a functinality to throw a classNotfoundException",45
"Xerces-J",31168,"NullPointerException in AbstractSaxParser",45
"Slide",31105,"Transient locks are not released due to suspended state within ExtendedStore",45
"Watchdog",11663,"JSP precompile tests rely on Jasper specific behavior.",45
"Slide",28787,"WebdavFile.isDirectory fails with exception when the resource is a collection",45
"Apache httpd-2",16761,"CustomLog with pipe spawns process during config",45
"Fop - Now in Jira",49618,"last resort font not supported",45
"Fop - Now in Jira",21905,"large list-item-label bleeds into following block",45
"Fop - Now in Jira",44965,"NPE in FopPDFImage",45
"Apache httpd-2",47435,"mod_authz_host does reading of /etc/hosts on each request",45
"Fop - Now in Jira",31301,"FOP limitation-Summary of columns value at Table Footer",45
"Fop - Now in Jira",52145,"FOP does not render Right Arrow (entity '&rarr;' or code point '&#x2192;')",45
"Fop - Now in Jira",45134,"FOP unwarranted page split on table with numbre-rows-spanned",45
"Ant",27739,"sql insert statement fails on '--' strings",45
"Fop - Now in Jira",24663,"fo:block space-after property needs fixing",45
"Ant",32422,"[Patch] Additional clearcase task mkview/rmview",45
"Ant",23278,"Project.setName() does not replaceProperties()",45
"Ant",23037,"[Patch] enhancement of org.apache.tools.ant.types.selectors.ContainsRegexpSelector",45
"Ant",22901,"[Patch] -only option to execute target(s) without dependencies",45
"Ant",31779,"Problem with <input> task",45
"Fop - Now in Jira",48393,"FOP should provide SVG DTD",45
"Fop - Now in Jira",53123,"need test cases: number functions",45
"Apache httpd-2",47643,"added meta tags to xhtml output for ease of search engine indexing.",45
"Ant",22460,"No access to the message output level from API",45
"Crimson",8406,"Crimsons factory finder could try more than only the context class loader",45
"APR",43217,"All-ones IPv6 subnet mask not accepted",45
"Batik - Now in Jira",49762,"Allow disabling key-based canvas interactors (or disable them together with mouse-based interactors)",45
"Apache httpd-2",51517,"mod_proxy_fcgi is not RFC 3875 compliant (SCRIPT_FILENAME, PATH_INFO, ...)",45
"Apache httpd-2",43027,"Header in default language",45
"BCEL - Now in Jira",18482,"JustIce Pass3bVerifier Verifies Exception Handlers too often",45
"Slide",40074,"get task for apache ant discards parts of files",46
"Apache httpd-2",44503,"Errors during SSL handshake",46
"Apache httpd-2",24095,"ERROR ""Parent: child process exited with status 3221225477 -- Restarting""",46
"Apache httpd-2",58856,"AddOutputFilterByType in Apache 2.4 inserts filters as AP_FTYPE_RESOURCE",46
"POI",50849,"CellUtil.setFont(cell, workbook, font) cleans cell background color in case it's set from theme palette",46
"APR",50141,"cross compiling apr fails miserably at configure time",46
"POI",57929,"Why HSSFWorkbook.removePrintArea(index) invalid?",46
"APR",52065,"redeclaration of structs in apr.h",46
"Ant",49021,"TaskDef/ScriptDef in Sub Build = Memory Disaster",46
"Log4j - Now in Jira",47898,"DailyRollingFileAppender unable to create backup log on AIX",46
"Ant",44756,"Can't get a class name or stack trace  for NoClassDefFoundError",46
"Apache httpd-2",53618,"proxy_worker_shared fields not maintained in thread-safe manner",46
"POI",59858,"NullPointerException thrown by VBAMacroReader",46
"POI",54082,"collapseRow do not works as expected",46
"POI",55005,"Custom formula not getting read properly",46
"Apache httpd-2",54401,"Suggest to make ProxyPassReverseCookieDomain accept balancer as argument",46
"Batik - Now in Jira",48771,"[PATCH] CleanerThread never terminates, causes leaks in webapp",46
"APR",48884,"Very hard to cross-compile",46
"Apache httpd-2",55557,"Some cppcheck reports",46
"Batik - Now in Jira",34202,"No proper RGBColor for color keywords",46
"Apache httpd-2",52824,"Conflicts between AllowOverride and AllowOverrideList (Manual is completely wrong!)",46
"Ant",53019,"manual/Tasks/import.html unclear",46
"Log4j - Now in Jira",51438,"Pipe characters issue in log() method",46
"Apache httpd-2",50521,"Comment at top of sample main config file is wrong",46
"Apache httpd-2",52415,"LockFile placed inappropriately",46
"POI",56783,"convert word to html",46
"Apache httpd-2",56131,"ProxyPassReverse / zealously replaces Location headers",46
"POI",52836,"Cannot create a new XSSFDrawing object",46
"Apache httpd-2",55878,"mod_fcgid kills spawned processes too early",46
"Ant",50531,"P4Resolve task fails if there are no files to resolve",46
"Apache httpd-2",52594,"rpmbuild -ba errors out with ""File not found by glob""",46
"Fop - Now in Jira",54219,"The ANT task ""org.apache.fop.tools.anttasks.Fop"" never throws a build exception",46
"Log4j - Now in Jira",45753,"Code contribution: BurstFilter for extras",46
"APR",59721,"""The system cannot find the path specified."" when building apr-util using nmake on Windows",46
"Apache httpd-2",57304,"MySQL DBD Authentication Incompatible with SSL",46
"Apache httpd-2",56113,"dist commit messages missing from mail-archives display",46
"Apache httpd-2",47753,"output and error channels not explicitly passed for ap_os_create_privileged_process()",46
"XmlCommons - Now in JIRA",47334,"Behaviour for null/default namespace unspecified; NPE's for null publicId.",46
"APR",33188,"libtool linking failure on Suse",46
"Apache httpd-2",50262,"mod_rewrite log ip address vs hostname",46
"Apache httpd-test",58051,"HTTP Status 500 - id to load is required for loading  type Exception report  message id to load is required for loading  description The server encountered an internal error that prevented it from fulfilling this request.  exception  java.lang.IllegalArgu",46
"Apache httpd-2",52509,"Resources protected by .htaccess file may not be accessible without excessive authentication prompts in IE",46
"Log4j - Now in Jira",44700,"Log4J locks rolled log files",46
"POI",54071,"DateUtils.getXX() do not round millisecond values leading to Dates being different by one second compared to LibreOffice",46
"Batik - Now in Jira",41967,"Clipping too aggressive with shape-rendering=""crispEdges""?",46
"Log4j - Now in Jira",43736,"Chainsaw does not honor encoding when loading XML files",46
"POI",58068,"FindFont not find by color",46
"Security - Now in JIRA",44984,"if base64 is used after xpath expression it should extract only text nodes",46
"Apache httpd-2",58798,"Misleading terminology",46
"Apache httpd-2",52139,"Never Syntax Error on non-existent DocumentRoot",46
"Apache httpd-2",60189,"httpd with worker/event mpm segfaults after multiple successive graceful reloads",46
"Ant",46895,"Caching documents from ant.apache.org requires additional HTTP headers",46
"Apache httpd-2",59688,"Path normalization: dot segments with extra slashes resolves to unexpected path",46
"Apache httpd-2",53757,"RewriteMap of type txt should allow specifying columns",46
"Apache httpd-2",50357,"improve matching mechanisms for mime type and encoding",46
"Tomcat 8",55243,"Add special search string for nested roles",46
"Apache httpd-2",58168,"Would like full request evaluation support in RewriteCond",46
"Apache httpd-2",57646,"SSLEngine inside If directive",46
"POI",58348,"Add support for copying rows",46
"Tomcat Modules",54437,"Update PoolProperties javadoc for ConnectState interceptor-managed defaults",46
"Apache httpd-2",55351,"allow ProxyPassReverseCookieDomain to automatically determine public-domain",46
"JMeter",53748,"timer for the access log sampler",46
"Apache httpd-2",44322,"mod_proxy ProxyPassReverseCookieDomain with no domain set in cookie cannot set a domain",46
"JMeter",54005,"HTTP Mirror Server : Add special headers ""X-"" to control Response status and response content",46
"Apache httpd-2",60063,"Trivial enhancement to logresolve: flush output after each line",46
"Ant",34777,"Support for Callable Statements in SQL task",46
"POI",59773,"Move loop invariants outside of loop for faster execution",46
"Ant",48171,"task javadoc: add a refid kind of reference for the link attribute & elements",46
"Apache httpd-2",52264,"Update and complete balancer-manager XML output",46
"APR",56951,"Add apr_queue_pop_timeout()",46
"Ant",47003,"Add to ant lib classpath from within project file",46
"POI",54751,"Add levels to groupRow",46
"Tomcat 6",47834,"TldConfig throws Exception when exploring unpacked jar",46
"JMeter",42248,"Undo-redo support on Test Plan tree modification",46
"Apache httpd-2",58025,"mod_authz_dbd : new dbd-query and AuthzDBDQuery options",46
"Apache httpd-2",16811,"mod_autoindex always return webpages in UTF-8.",46
"Xerces-J",4931,"Parser does not consistently resolve relatice DTD paths",46
"Batik - Now in Jira",29785,"SVGConstants should be public final class",46
"BCEL - Now in Jira",26839,"JustIce - array store type checks stricter than native verifier",46
"Fop - Now in Jira",37579,"footnotes within tables and listsl get lost",46
"Fop - Now in Jira",46702,"Performance opportunities for PCL and Java2D output",46
"Apache httpd-2",39498,"accept_filter in apr assumes if found in sys/socket.h it is loaded",46
"Slide",31993,"URL encoding problems in Japanese locale",46
"Fop - Now in Jira",52736,"Cannot generate JPEG as output format",46
"Xerces-J",16965,"Undocumented IllegalArgumentException at the DOMParser.parse",46
"Fop - Now in Jira",42868,"font-weight on custom fonts",46
"XMLGraphicsCommons - Now in Jira",49499,"dc:date may not be embedded in a rdf:Seq",46
"Fop - Now in Jira",46253,"break-after not honored",46
"Fop - Now in Jira",46251,"space-end on <inline> throws off formatting in pdf",46
"Fop - Now in Jira",39777,"[PATCH] GSoC: floats implementation",46
"Lenya",28924,"[patch] Enable editing of XSLT and CSS stylesheets in authoring area",46
"Ant",18930,"SQLExec Task does not work well with MS SQL Server",46
"Ant",33939,"Added 'preservelastmodified' to scp task to retain file timestamp",46
"Ant",24806,"Add merge as valid option for vssget writablefiles attribute",46
"Xerces-J",944,"Support for external-parameter-entities feature needed",46
"Ant",24167,"Enable password protection for zip creation.",46
"Apache httpd-2",53218,"ProxyPass worker name　(http://localhost:3128/...) too long",46
"APR",44230,"Add Ark Linux support to config.layout",46
"Apache httpd-2",35250,"[PatchAvailable] add logging to mod_proxy_connect on failed connect",46
"Apache httpd-2",55590,"second commit is failing if space is in file name or file path",47
"JMeter",53540,"HTTP Cache Manager - 304 not modified on the main page does not retrieve the embedded resources",47
"APR",52198,"incomplete results from poll/unix/select.c:impl_pollset_poll()",47
"Apache httpd-2",38515,"Dynamic LDAP Group Support",47
"Apache httpd-2",32328,"Make mod_rewrite escaping optional / expose internal map functions",47
"Ant",47790,"javadoc: don't create packagenames option if filesets are used",47
"POI",59907,"HSSFClientAnchor.setAnchorType API was broken (problem with jasperreports-5.1.0 and poi-3.14)",47
"Log4j - Now in Jira",51578,"Javaw.exe - Application Error -- The memory could not be ""read""",47
"Tomcat 8",59832,"SLS/TLS 8.5.3 upgrade from 8.0.32 using NIO2 encoding",47
"Log4j - Now in Jira",53471,"mvn fails with s.addTestSuite(org.apache.log4j.net.SMTPAppenderTest.class); in CoreTestSuite",47
"Batik - Now in Jira",49206,"Duplicate classes with Java 6 and batik-ext.jar",47
"Apache httpd-2",59049,"Apache doesn't recover from OCSP decode error",47
"Tomcat Connectors",53977,"32bits isapi connector cannot work in wow64 mode",47
"Apache httpd-2",39128,"Apache 2.2 will not compile mod_ssl library's correctly",47
"Ant",43413,"ant sql task tries to execute commented lines with keepformat=""true"" and fails",47
"Apache httpd-2",54215,"configure fails for httpd 2.2.3 with openssl 1.0.1c",47
"Tomcat Connectors",47795,"service sticky_session not being set correctly with multiple isapi_redirect.dll loaded",47
"POI",43688,"Visio properties corrupted",47
"Apache httpd-2",43249,"ldap_simple_bind_s failed when using SUN LDAP Libs w/o SSL",47
"Log4j - Now in Jira",58470,"xml message",47
"Log4j - Now in Jira",51721,"Log4j snapshots should be in the Apache Snapshot Repository",47
"Log4j - Now in Jira",50931,"unclosed http",47
"Tomcat Modules",55078,"Configuring a DataSource Resource with dataSourceJNDI does not work as expected",47
"Lenya",54492,"Write migration documentation",47
"Fop - Now in Jira",44328,"[PATCH] orphans/widows not respected in some cases",47
"Log4j - Now in Jira",49265,"log4j - java.io.OptionalDataException",47
"POI",57952,"HSSF org.apache.poi.hssf.record.RecordFormatException: Unhandled Continue Record followining class org.apache.poi.hssf.record.TabIdRecord",47
"Slide",36164,"Empty merge expression gives internal server error",47
"APR",43302,"apr_bucket_socket doesn't work with non-connected sockets",47
"Apache httpd-2",52890," --with-included-apr doesn't work when srclib/apr and srclib/apr-util are symlinks",47
"Ant",55225,"Launcher error",47
"Fop - Now in Jira",48397,"[PATCH] infinite loop in footnotes (see also #47424)",47
"Slide",33199,"The Report method of WebDav(Versioning) does not set the header ""Content-Type: text/html;charset=utf-8""",47
"Apache httpd-2",58243,"rotatelogs goes infinite at startup",47
"Apache httpd-2",51022,"Segmentation fault on PUT request",47
"Apache httpd-2",60159,"mod_rewrite rules not executed",47
"Apache httpd-2",46969,"CustomLog format %m always GET on errors with local ErrorDocument",47
"Tomcat Modules",56779,"Allow multiple connection initialization statements",47
"Apache httpd-2",37514,"mod_proxy buffers chunked data.",47
"Apache httpd-2",46810,"apxs / apu-1-config outputting erroneous include path",47
"Apache httpd-2",45393,"Apache returns 500 Error when no LDAP credentials are supplied",47
"Log4j - Now in Jira",35239,"NullPointerException when saving displayed events",47
"POI",56106,"End of Line character in formula throws exception in XSSFFormulaEvaluator.evaluate()",47
"Ant",52875,"[PATCH] TarEntry is missing getter/setter for link related entries",47
"Ant",58904,"ant -version always reports version 1.7.1",47
"Ant",56732,"Need way to omit command echoing by sshexec",47
"Apache httpd-2",58500,"dav_fs not enabled by default",47
"Apache httpd-2",54183,"PROPFIND doesn't report getcontenttype property",47
"Apache httpd-2",59615,"SSLCertificateChainFile fails to load valid pem blob",47
"Lenya",34782,"Inserted image path points to ""authoring"" when in ""live"" view",47
"Apache httpd-2",57631,"Useless test in acinclude.m4",47
"Ant",52647,"Date of the prefix directory in a zipfileset",47
"Apache httpd-2",38408,"SSI environment vars not set in spawned processes",47
"Apache httpd-2",51491,"mod_dir breaks POSTs to URLs not ending in /",47
"Apache httpd-2",54280,"mod_auth_form inline login not working with trailing-slash URL",47
"Log4j - Now in Jira",51025,"PropertyConfigurator does not properly set up ErrorHandler",47
"Apache httpd-2",55178,"[PATCH] mod_authnz_ldap SASL authentication support",47
"POI",59830,"""Skipped only -1 while trying to skip 67116544 bytes. This should never happen."" IOException in VBAMacroReader",47
"JMeter",59174,"Host header gets ignored when doing basic authentication in HC4",47
"Slide",36530,"MySQL 5.0 Store initialization error ...",47
"Batik - Now in Jira",41970,"Percentages of viewport wrong if its width/height is undefined",47
"Lenya",33411,"PageEnvelopeModule resolving info-authoring area to authoring",47
"Lenya",47538,"Oneform editor: resvison history somtime shows duplicated versions",47
"Apache httpd-2",55627,"Remove unnecessary APLOGNO() for trace logging per dev@ discussions",47
"Apache httpd-2",55192,"htaccess error messages missing request context",47
"APR",59109,"Insufficient documentation for apr_crypto_passphrase",47
"Lenya",42345,"src/webapp/lenya/xslt/cforms should be moved into cforms module",47
"Apache httpd-2",48164,"add new parameters to rotatelogs",47
"Ant",47433,"Issue with ""get"" task to download a redirected/moved URL (301/302)",47
"JMeter",60069,"SamplerCreatorFactory.getSamplerCreator has two unused parameters",47
"JMeter",58780,"Module controller: Add automatic name change",47
"APR",51360,"Use of Windows 7 / 2008R2 SRW Locks (Slim Reader/Writer Lock) in rwlock",47
"Batik - Now in Jira",49614,"Add support for IRIs/URIs (with URI resolution and XML catalog support)",47
"JMeter",59185,"SavePropertyDialog.setSaveConfig/getSaveConfig not used; should be removed",47
"Tomcat 8",56448,"Implement a robust solution for client initiated SSL renegotiation with NIO",47
"Lenya",34737,"[Patch] LDAPAccreditableManager",47
"POI",58211,"Implement write() method  in  MAPIMessage  class.",47
"Ant",38844,"ProjectHelper implementation that avoids re-parsing build.xml files",47
"Ant",44660,"Task 'get' should display human readable error messages.",47
"Fop - Now in Jira",47311,"[PATCH] Support for bleed, trim and crop box and scaling",47
"JMeter",60104,"SetUp and TearDown at Thead group level",47
"Apache httpd-2",57339,"ErrorLogFormat doesn't allow logging in Internet date/time format",47
"Ant",37200,"Split task",47
"JMeter",57737,"Constant Throughput Timer : Make sleep accept nanos as in some cases rounding may not lead to correct throughput",47
"Batik - Now in Jira",34210,"RFE: Implement document.styleSheets",47
"JMeter",56963,"JMS GUIs could be made more consistent",47
"XMLGraphicsCommons - Now in Jira",53046,"Image session context lacks control over retained sources leading to excessive memory usage by image sources",47
"Tomcat 7",54499,"Implementation of Extensible EL Interpreter",47
"Lenya",35407,"[PATCH] Disable caching if loggedIn or has querystring",47
"JMeter",50580,"New Config element: TabularDataSet",47
"Ant",43315,"scriptdef should be able to load multiple script files",47
"Ant",34116,"Example XML syntax for Ant manual + matching XSLs",47
"Apache httpd-2",48920,"Breadcrumbs on mod_autoindex path",47
"Tomcat 7",51496,"NSIS - Warn that duplicate service name will result in install failure",47
"Apache httpd-2",52874,"Support Use TrustedFirst checking when verifying client certificate chain",47
"Slide",31756,"Seperation of <store> and <scope> nodestore configurations",47
"XalanJ1",2397,"Using substring() function with a string which has an apostrophe causes an exception",47
"Fop - Now in Jira",48077,"Values in PDF Number Trees must be indirect references",47
"Xerces-J",12684,"Bug in RegexParser parsing closure max",47
"Fop - Now in Jira",48519,"Tagged PDFs may use PDF 1.5 Standard Structure Types",47
"Fop - Now in Jira",48538,"Default value for column-gap is 18pt instead of 12pt",47
"Xindice",13745,"XMLDB XUpdate Reference Implementation Not Thread-Safe",47
"Fop - Now in Jira",47341,"FOP ClassLoader issues",47
"Fop - Now in Jira",49355,"Text renderer does not output correctly when margin is set",47
"Xerces-J",5159,"AttributesImpl.ensureCapacity() loops forever",47
"Xerces-J",8684,"""test"" target dependencies are not complete",47
"Log4j - Now in Jira",27363,"JNI based SyslogAppender",47
"Ant",28446,"Annotation or documentation nodes",47
"Fop - Now in Jira",46956,"Performance issue with 0.95 when comparing to 0.20",47
"Ant",11113,"keytool task",47
"Batik - Now in Jira",42533,"Making JSVGScrollPane as a JavaBean",47
"Ant",17829,"Allow ejbjar task to accept nested manifest",47
"JMeter",58362,"There should be way to customize the columns in Listeners in GUI Mode",47
"Log4j - Now in Jira",20395,"PreparedStatementAppender Enhancement",47
"APR",47892,"configure: error: Could not detect suitable DSO implementation",47
"Batik - Now in Jira",33348,"Export to Windows metafile (EMF or WMF)",47
"Apache httpd-2",53233,"Internal error: proxy: error reading status line from remote server",48
"POI",59625,"Localisation (Internationalisation in other languages) when applied in charts corrupt the MS Word file.",48
"POI",57897,"RecordFormatException: Unable to construct record instance",48
"POI",49461,"POI fails to read XLS file and throws RecordFormatException: Unable to construct record instance",48
"Apache httpd-2",51104,"C++ support about httpd_config.h",48
"POI",58494,"Thinkcell charts are not saved",48
"Lenya",43050,"This page is not Valid XHTML 1.0 Strict",48
"Slide",35255,"davget ANT task downloads files with size 0 on slow connections",48
"Apache httpd-2",53870,"Deadlock in CRYPTO_add_lock with Apache 2.2.22 worker MPM on Solaris 9 64-bit",48
"POI",54373,"unable to add background color to a cell",48
"Ant",57264,"Exec arg/line parser removes dash symbol from command line arguments",48
"Lenya",34707,"[Site Area] user with ""local"" privileges does not see sitetree",48
"Apache httpd-2",55952,"ab: SSL keep-alive fails with apr_pollset_poll: The timeout specified has expired (70007)",48
"Batik - Now in Jira",45669,"Paced animation of transform type translate is weird",48
"Log4j - Now in Jira",55302,"FAQ mentions log4j.configurationClass instead of log4j.configuratorClass",48
"Apache httpd-2",40190,"translate file",48
"Apache httpd-2",50602,"non thread safe functions used in apache httpd project - ap_uname2id ap_gnamed2id",48
"Apache httpd-2",52481,"Rotatelog.exe crashes Apache after setting 256MB rotatation limit",48
"Batik - Now in Jira",42313,"CONVERSION CROP",48
"Apache httpd-2",38756,"errors with running make",48
"APR",56063,"testcond deadlocks on Tru64 V4.0F (PK8)",48
"Log4j - Now in Jira",43879,"FileAppender writes Header multiple times",48
"Apache httpd-2",58007,"400 Bad Request with fully qualified domain name over HTTPS",48
"Ant",47126,"cvschangelog force <msg> encoding to platform default",48
"Apache httpd-2",58101,"DeflateCompressionLevel inside vhost resets logformat",48
"Apache httpd-2",41953,"pidfile remains when 2nd pass of post-config returns err",48
"Apache httpd-2",43218,"Wrong cert used for vhost if ServerName is same",48
"Apache httpd-2",59347,"Authentication fails with 500 Server Error",48
"JMeter",59435,"JMeterTestCase no longer supports JUnit3",48
"APR",53809,"apr_accept never sets remote_ip_unkown",48
"Apache httpd-2",51982,"ProxyPassReverse / balancer://cluster/ adds slash to redirect (really!)",48
"Apache httpd-2",55096,"Make not running on httpd configure Solaris",48
"Apache httpd-2",54637,"Digest: secret not used",48
"Lenya",42892,"[Misc] unclear tooltips when workflow commands are inactive",48
"Apache httpd-2",51303,"TraceEnable 500 error",48
"Batik - Now in Jira",39114,"Wingding Fonts in Squigle (SVG Browser)",48
"Apache httpd-2",50704,"mod_cache doesn't cache MultiViews",48
"Batik - Now in Jira",49707,"Mix of qualified and local names for AbstractElement.setAttributeNS",48
"Apache httpd-2",56559,"multiple unix sockets in one virtualhost fails",48
"POI",55953,"Unable to position the table to center.",48
"Lenya",44062,"Image upload: Re-submit after missing file suffix causes exception",48
"Batik - Now in Jira",47065,"Intermediate (alpha) values are clamped inside an feComposite",48
"Lenya",54423,"SVN trunk reorg",48
"Lenya",54488,"manage dependencies version in the parent/pom.xml",48
"Apache httpd-2",36495,"mod_proxy_ajp: ajp_check_msg_header() got bad signature xxxx",48
"Apache httpd-2",44855,"irregular balancing with sticky-session after re-enabling worker or lbset-changes",48
"Apache httpd-2",58197,"apr-util-1.5.4 build against openldap - ""could not find an LDAP library""",48
"Ant",47529,"[PATCH] allow flexible trunk, tag, and branch locations with tagdiff",48
"Apache httpd-2",35049,"let AddDefaultCharset apply to text/css and application/x-javascript as well",48
"Apache httpd-2",53999,"Deadlock between procmgr_send_spawn_cmd()/proctable_lock() in mod_fcgid and listener_thread() in worker_mpm",48
"Apache httpd-2",51107,"SetOutputFilter and SetInputFilter should allow ""none"" to disable output filter",48
"JMeter",58876,"TestPlanName function returns null for a newly created Test Plan",48
"APR",55090,"Bundled apr.spec doesn't allow to build 32-bit RPM on 64-bit machine",48
"Ant",44661,"Task 'get' should should allow alternative paths.",48
"Apache httpd-2",48369,"add option to automatically restart if a script is modified",48
"Tomcat Connectors",49063,"Please add JkStripSession status in jk-status worker output",48
"Log4j - Now in Jira",49853,"Adding loggers to the configuration",48
"Apache httpd-2",38218,"Multiline Comments for *.conf files",48
"Ant",52565,"let unjar/unzip fails in case of some problem",48
"Apache httpd-2",47601,"Support X-Forwarded-For in forward proxy requests",48
"POI",58641,"Support for IgnoredErrors in XSSF",48
"APR",46181,"request feature: ability to connect to a socket unix",48
"POI",57401,"[PATCH] POI SharedStringsTable's MapDB implementation to reduce memory footprint",48
"POI",58575,"Set svn:eol-style native on all *.java files",48
"Apache httpd-2",50774,"Have a way to invalidate cache without other request processing",48
"Taglibs",59359,"(Task) Extend validity period for signing KEY - before next release",48
"Ant",34138,"Ant should use other compilers when Sun's Javac can not be found",48
"Apache httpd-2",49832,"void ap_custom_response is not supporting the binary data",48
"Batik - Now in Jira",34156,"RFE: Allow setting ECMAScript mode",48
"Ant",50259,"Property substitution in target name",48
"Ant",41985,"Zip task doesnt pick up the read-only state of files when adding",48
"Ant",46171,"Define standard directory layout",48
"Apache httpd-2",57510,"Engine keyform support for private keys",48
"Tomcat 7",49821,"Tomcat CLI [PATCH/Contribution]",48
"JMeter",55564,"""Clear All"" for Aggregate Graph is not clearing the last run Graph",48
"Ant",40140,"Let task/types receive unexpanded attribute(s)",48
"Ant",34462,"Move optional jar files to a separate directory.",48
"POI",43125,"[PATCH] Support for non-bitmap pictures in HSSFWorkbook.getAllPictures()",48
"POI",59548,"PowerPointExtractor has PowerPointExtractor(HSLFSlideShowImpl ss) constructor instead of PowerPointExtractor(HSLFSlideShow ss)",48
"Ant",60062,"junit - Classes that cause ExceptionInInitializerError assumed to be failed test",48
"Xerces-J",6082,"Many encodings are broken in Xerces",48
"Fop - Now in Jira",42330,"Tibetan characters not rendered correctly in PDF",48
"Lenya",44475,"provide user feedback for missing (or invalid) search parameter",48
"XmlCommons - Now in JIRA",4129,"Correction to earlier AttributesImpl bug-fix",48
"Apache httpd-2",25484,"Non-service Apache cannot be stopped in WinXP",48
"Ant",15031,"ANT <copy> with <fileset> does not spot bad symlinks",48
"Lenya",39839,"Live area requires a page refresh to display user-specific dynamic elements",48
"Fop - Now in Jira",45821,"AFP Renderer doesn't perform Image Clipping",48
"Fop - Now in Jira",40464,"Improve handling of OpenType fonts",48
"Slide",10301,"500 Error doing propfind with null namespace",48
"Ant",23649,"Requirement for a method to not make entries in the xml reports.",48
"Ant",8981,"Tar task command additional features",48
"Ant",22428,"PATCH - option to run tasks inside a loop",48
"Ant",15149,"Replace task",48
"Ant",47414,"Add Ftp ant task timeout",48
"Ant",13371,"[PATCH] Contributed new CvsExportDiff task",48
"Batik - Now in Jira",47491,"Export SVG to PowerPoint using POI library",48
"Apache httpd-2",40408,"Apache 2.2.3 is not starting",49
"APR",51244,"Incorrect aprlib will be used for aprutil",49
"Apache httpd-2",45187,"Long File name requests gives FORBIDDEN response",49
"Watchdog",470,"FAIL positiveForward.jsp and positiveInclude.jsp BugRat Report#796",49
"APR",51729,"Apr-util does not compile with apache 2.2.19",49
"Batik - Now in Jira",52249,"markers are not drawn if attribute is set after points attribute.",49
"Apache httpd-2",41450,"Empty page (200 OK) while max-age is empty",49
"Log4j - Now in Jira",46878,"Deadlock in 1.2.15 caused by AsyncAppender and ThrowableInformation classes",49
"Log4j - Now in Jira",58062,"Close IO Streams in finally statement",49
"Apache httpd-2",53835,"mod_proxy_ajp truncate output when using deflate input filter",49
"Log4j - Now in Jira",48027,"Logger statements in a particular class file is not printed always",49
